               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  12,             0.05264,            0.040569,             0.03538,             0.34784,             0.32988,             0.27701,             0.12323,            0.049952,            0.024308,            0.025727,            0.008911,            0.008911,            0.008911
                  13,            0.052129,            0.040633,            0.033972,             0.32892,             0.32643,             0.25747,             0.11449,            0.049924,            0.024763,            0.029688,            0.008812,            0.008812,            0.008812
                  14,              0.0518,            0.040007,            0.033534,             0.36539,             0.35653,              0.3129,             0.13939,            0.049011,            0.023843,            0.025372,            0.008713,            0.008713,            0.008713
                  15,            0.051111,            0.039775,            0.032253,             0.42094,             0.37939,             0.33989,             0.15679,            0.048449,            0.023452,            0.023652,            0.008614,            0.008614,            0.008614
                  16,            0.050689,            0.039433,            0.031752,             0.41403,             0.37986,             0.33752,             0.15281,             0.04778,            0.023613,            0.024095,            0.008515,            0.008515,            0.008515
                  17,            0.050354,            0.039509,            0.031006,             0.41169,             0.38409,             0.34909,             0.16009,            0.047204,            0.023571,            0.022753,            0.008416,            0.008416,            0.008416
                  18,            0.050076,            0.039522,            0.030434,             0.45112,              0.3897,             0.37883,             0.17783,             0.04683,            0.023183,            0.021539,            0.008317,            0.008317,            0.008317
                  19,            0.049643,            0.039183,            0.029977,              0.4565,             0.40466,             0.39574,              0.1917,            0.046838,            0.023186,            0.022082,            0.008218,            0.008218,            0.008218
                  20,            0.049339,            0.039005,            0.029234,             0.44627,             0.40956,             0.38257,             0.18251,            0.046616,             0.02293,            0.021405,            0.008119,            0.008119,            0.008119
                  21,            0.049186,            0.038928,            0.028637,             0.46705,             0.43207,             0.41875,             0.20353,            0.045718,            0.022834,            0.020361,             0.00802,             0.00802,             0.00802
                  22,            0.048867,             0.03909,            0.027962,             0.47619,             0.44199,             0.42407,             0.20579,            0.045876,            0.022788,            0.020122,            0.007921,            0.007921,            0.007921
                  23,            0.048414,            0.038387,            0.027995,             0.50148,             0.42761,             0.42448,             0.20775,            0.045326,             0.02273,            0.020007,            0.007822,            0.007822,            0.007822
                  24,            0.048365,            0.038798,            0.027573,             0.47545,             0.44036,              0.4211,             0.20512,            0.044775,            0.023491,            0.019908,            0.007723,            0.007723,            0.007723
                  25,            0.048179,            0.038421,             0.02736,              0.5139,             0.47499,             0.47436,              0.2349,            0.044492,            0.022341,            0.017643,            0.007624,            0.007624,            0.007624
                  26,            0.047732,            0.038367,            0.026868,             0.50576,             0.45668,             0.44475,             0.22239,            0.044198,            0.022503,            0.018127,            0.007525,            0.007525,            0.007525
                  27,            0.047722,            0.038471,            0.026252,             0.51137,             0.47172,             0.46004,             0.22967,            0.043621,            0.022636,            0.017427,            0.007426,            0.007426,            0.007426
                  28,            0.047418,            0.038233,            0.026038,             0.50757,             0.48367,             0.47978,             0.24448,            0.043611,            0.022204,            0.016575,            0.007327,            0.007327,            0.007327
                  29,            0.047462,            0.038302,            0.025464,              0.5136,             0.49363,             0.48826,             0.24665,            0.043243,             0.02238,            0.016536,            0.007228,            0.007228,            0.007228
                  30,            0.046864,            0.037928,            0.025452,             0.52419,              0.4851,             0.48261,             0.24485,            0.043302,            0.022152,            0.016734,            0.007129,            0.007129,            0.007129
                  31,            0.046754,            0.037438,            0.024949,             0.53426,             0.48523,             0.48461,             0.24923,            0.042715,            0.021998,            0.016339,             0.00703,             0.00703,             0.00703
                  32,             0.04665,            0.037644,            0.024578,             0.53257,             0.48951,              0.4843,             0.24828,            0.042865,            0.022239,             0.01677,            0.006931,            0.006931,            0.006931
                  33,            0.046418,            0.038057,             0.02444,             0.54882,             0.48764,             0.50011,             0.25481,            0.042749,             0.02205,            0.016385,            0.006832,            0.006832,            0.006832
                  34,            0.046353,            0.037772,            0.024085,             0.53799,              0.4979,             0.49911,             0.25952,            0.042422,            0.021925,            0.015739,            0.006733,            0.006733,            0.006733
                  35,            0.045877,            0.037542,            0.024141,             0.55454,             0.50917,             0.52052,             0.27229,            0.041793,            0.021744,            0.015318,            0.006634,            0.006634,            0.006634
                  36,            0.045931,            0.037667,            0.023665,             0.56193,             0.51379,             0.53169,             0.27812,            0.041765,            0.021558,            0.014631,            0.006535,            0.006535,            0.006535
                  37,            0.045728,            0.037753,            0.023398,              0.5521,             0.49664,             0.50826,             0.26332,            0.041941,            0.022072,            0.015561,            0.006436,            0.006436,            0.006436
                  38,            0.045569,            0.037363,            0.023195,             0.59075,             0.51378,             0.53383,              0.2816,            0.041697,            0.021715,            0.014636,            0.006337,            0.006337,            0.006337
                  39,            0.045287,            0.037259,            0.022894,             0.58613,             0.51667,             0.53722,             0.28271,            0.041549,            0.021521,            0.014939,            0.006238,            0.006238,            0.006238
                  40,            0.045061,            0.037179,            0.022696,             0.58509,             0.52803,             0.54602,             0.28768,             0.04118,             0.02143,            0.013736,            0.006139,            0.006139,            0.006139
                  41,            0.044972,            0.037217,            0.022315,             0.58715,             0.52937,             0.55306,             0.29318,            0.041309,             0.02141,            0.013726,             0.00604,             0.00604,             0.00604
                  42,            0.044826,            0.037051,            0.022451,             0.59215,             0.52606,              0.5493,             0.29322,            0.040971,            0.021428,            0.013814,            0.005941,            0.005941,            0.005941
                  43,            0.044728,            0.036708,            0.022151,             0.58861,             0.53748,             0.55341,             0.29608,            0.041023,            0.021354,            0.013941,            0.005842,            0.005842,            0.005842
                  44,            0.044731,            0.036928,            0.022017,             0.61159,             0.53396,             0.56119,             0.30337,            0.040581,             0.02128,            0.014004,            0.005743,            0.005743,            0.005743
                  45,            0.044368,            0.036928,            0.021677,             0.62167,             0.53843,             0.57005,             0.30783,             0.04032,            0.021218,            0.013574,            0.005644,            0.005644,            0.005644
                  46,            0.044182,            0.036647,             0.02161,             0.61578,               0.545,             0.56652,             0.30449,            0.040287,            0.021167,            0.013394,            0.005545,            0.005545,            0.005545
                  47,            0.044279,            0.036914,            0.021364,             0.60423,             0.54821,             0.57826,             0.31349,            0.040153,            0.021167,            0.013117,            0.005446,            0.005446,            0.005446
                  48,            0.044045,            0.036815,            0.021281,             0.62105,             0.55638,             0.58283,             0.31713,            0.040018,            0.021139,            0.013538,            0.005347,            0.005347,            0.005347
                  49,            0.043937,            0.037025,            0.020969,             0.61108,             0.55829,              0.5832,             0.31733,            0.039986,            0.021004,            0.012852,            0.005248,            0.005248,            0.005248
                  50,            0.043754,            0.036635,            0.020693,             0.61444,             0.56025,             0.58504,             0.32204,            0.039957,            0.021004,            0.012996,            0.005149,            0.005149,            0.005149
                  51,            0.043491,            0.036155,            0.020703,             0.61367,              0.5588,             0.58392,             0.32067,            0.039756,            0.021019,            0.012525,             0.00505,             0.00505,             0.00505
                  52,            0.043437,            0.036034,            0.020578,             0.63366,             0.55904,             0.59729,             0.33063,            0.039666,            0.020893,             0.01239,            0.004951,            0.004951,            0.004951
                  53,            0.043388,            0.036605,            0.020064,             0.62403,             0.56262,             0.59593,             0.32854,            0.039586,            0.020966,            0.012832,            0.004852,            0.004852,            0.004852
                  54,             0.04338,             0.03628,            0.020109,             0.63459,              0.5691,             0.60792,              0.3384,            0.039502,            0.020774,            0.012168,            0.004753,            0.004753,            0.004753
                  55,            0.043102,            0.036156,            0.019973,             0.64007,             0.56855,             0.60899,             0.33971,            0.039406,            0.020832,            0.012199,            0.004654,            0.004654,            0.004654
                  56,            0.043196,            0.036128,            0.019997,              0.6436,             0.56392,             0.60747,             0.33789,            0.039374,            0.020859,            0.012093,            0.004555,            0.004555,            0.004555
                  57,            0.043194,            0.036366,            0.019164,             0.64619,             0.55939,             0.60605,             0.33704,            0.039124,            0.020881,            0.011959,            0.004456,            0.004456,            0.004456
                  58,            0.042804,            0.036345,            0.019337,             0.64037,             0.57691,             0.61113,               0.343,            0.039042,             0.02077,            0.011626,            0.004357,            0.004357,            0.004357
                  59,            0.042739,            0.035935,            0.019033,             0.64609,               0.575,             0.61277,             0.34252,            0.039067,            0.020638,            0.011917,            0.004258,            0.004258,            0.004258
                  60,             0.04241,            0.035768,            0.018971,             0.63957,             0.58153,             0.61404,             0.34745,            0.039019,            0.020574,            0.011991,            0.004159,            0.004159,            0.004159
                  61,            0.042451,            0.035758,            0.019046,             0.63659,             0.59352,             0.62356,             0.35329,            0.038807,            0.020537,            0.011573,             0.00406,             0.00406,             0.00406
                  62,            0.042226,            0.035232,            0.018711,             0.64614,              0.5856,             0.62355,             0.35126,            0.038815,            0.020575,             0.01181,            0.003961,            0.003961,            0.003961
                  63,            0.042196,            0.035764,            0.018641,             0.64714,             0.58642,              0.6202,             0.35101,            0.038837,            0.020657,             0.01198,            0.003862,            0.003862,            0.003862
                  64,            0.042085,            0.035706,            0.018678,              0.6492,             0.58802,             0.62495,               0.354,            0.038793,            0.020502,            0.011581,            0.003763,            0.003763,            0.003763
                  65,            0.041772,             0.03533,            0.018512,             0.65412,             0.59009,             0.62735,             0.35779,            0.038701,            0.020522,            0.011723,            0.003664,            0.003664,            0.003664
                  66,             0.04174,             0.03534,            0.018415,             0.64692,             0.59771,             0.62586,             0.35606,            0.038655,            0.020502,            0.011337,            0.003565,            0.003565,            0.003565
                  67,            0.041721,            0.035592,            0.017995,              0.6434,             0.60141,             0.63035,             0.36088,            0.038493,            0.020436,            0.011416,            0.003466,            0.003466,            0.003466
                  68,            0.041521,            0.035433,            0.018003,             0.65323,             0.58852,             0.62864,             0.35761,            0.038372,            0.020553,            0.011179,            0.003367,            0.003367,            0.003367
                  69,            0.041613,            0.035451,            0.017824,             0.65752,             0.59353,             0.63334,             0.36377,            0.038479,            0.020436,            0.011308,            0.003268,            0.003268,            0.003268
                  70,            0.041296,             0.03509,            0.017663,             0.65012,             0.60932,             0.63466,             0.36462,            0.038501,            0.020382,            0.011406,            0.003169,            0.003169,            0.003169
                  71,            0.041118,            0.035008,            0.017408,              0.6596,             0.59775,             0.63679,             0.36461,            0.038375,            0.020402,            0.011307,             0.00307,             0.00307,             0.00307
                  72,            0.041029,            0.035234,            0.017574,             0.66138,             0.60335,             0.63952,             0.36673,            0.038283,            0.020378,            0.011154,            0.002971,            0.002971,            0.002971
                  73,            0.040877,            0.035038,             0.01717,             0.66047,             0.60474,             0.63982,             0.36749,            0.038249,            0.020339,            0.011113,            0.002872,            0.002872,            0.002872
                  74,            0.040973,            0.035229,            0.017111,             0.65659,             0.60512,              0.6419,             0.36874,            0.038143,            0.020325,            0.011023,            0.002773,            0.002773,            0.002773
                  75,            0.040864,            0.035092,            0.016938,             0.66888,             0.59773,             0.64339,             0.36953,            0.038207,            0.020303,             0.01089,            0.002674,            0.002674,            0.002674
                  76,            0.040731,             0.03507,            0.016975,             0.65474,             0.60737,             0.64262,             0.37063,            0.038104,            0.020322,            0.010767,            0.002575,            0.002575,            0.002575
                  77,            0.040464,            0.035002,            0.016921,             0.66285,             0.60986,             0.64744,              0.3736,            0.038079,             0.02028,            0.010714,            0.002476,            0.002476,            0.002476
                  78,            0.040361,            0.034542,            0.016694,             0.66697,             0.60851,             0.64777,             0.37361,             0.03806,            0.020255,            0.010708,            0.002377,            0.002377,            0.002377
                  79,            0.040299,            0.034468,            0.016372,             0.66681,             0.61158,             0.65093,             0.37682,            0.038036,            0.020229,             0.01068,            0.002278,            0.002278,            0.002278
                  80,            0.040263,             0.03461,            0.016241,              0.6645,              0.6126,             0.64906,             0.37657,            0.038046,            0.020235,            0.010766,            0.002179,            0.002179,            0.002179
                  81,            0.040154,            0.034716,            0.016297,             0.66246,             0.61603,             0.64867,             0.37681,            0.037969,            0.020231,             0.01065,             0.00208,             0.00208,             0.00208
                  82,            0.039866,            0.034552,            0.015926,             0.66857,             0.61049,             0.64867,             0.37692,            0.037961,            0.020226,            0.010776,            0.001981,            0.001981,            0.001981
                  83,            0.039921,            0.034362,            0.016056,             0.66641,             0.61415,             0.65059,             0.37811,            0.037939,            0.020198,            0.010852,            0.001882,            0.001882,            0.001882
                  84,            0.040047,            0.034528,            0.015695,             0.66985,             0.61264,             0.64988,             0.37863,            0.037939,            0.020187,            0.010783,            0.001783,            0.001783,            0.001783
                  85,            0.039617,            0.034259,            0.015702,             0.66485,             0.62092,             0.65163,             0.37971,            0.037912,            0.020178,            0.010706,            0.001684,            0.001684,            0.001684
                  86,            0.039614,            0.034425,              0.0155,             0.66931,             0.61454,             0.65347,             0.38155,             0.03789,            0.020152,             0.01067,            0.001585,            0.001585,            0.001585
                  87,              0.0395,            0.034466,            0.015404,             0.67157,             0.61082,             0.65399,             0.38144,            0.037871,            0.020127,            0.010664,            0.001486,            0.001486,            0.001486
                  88,            0.039451,            0.034269,            0.015043,             0.67383,             0.61476,             0.65575,             0.38203,            0.037842,            0.020132,            0.010655,            0.001387,            0.001387,            0.001387
                  89,            0.039355,             0.03432,            0.015062,             0.67827,              0.6127,             0.65618,             0.38229,            0.037835,            0.020142,            0.010655,            0.001288,            0.001288,            0.001288
                  90,            0.039122,            0.033931,            0.015214,             0.67298,             0.61499,             0.65477,             0.38259,            0.037828,            0.020142,            0.010671,            0.001189,            0.001189,            0.001189
                  91,             0.03907,            0.034216,            0.014786,             0.68276,             0.61039,             0.65665,             0.38373,            0.037801,            0.020142,            0.010637,             0.00109,             0.00109,             0.00109
                  92,            0.039016,            0.034188,             0.01472,             0.68011,             0.61269,              0.6575,              0.3841,             0.03777,             0.02015,            0.010644,            0.000991,            0.000991,            0.000991
                  93,             0.03888,            0.034157,            0.014655,              0.6799,              0.6144,             0.65813,             0.38464,            0.037761,            0.020153,            0.010626,            0.000892,            0.000892,            0.000892
                  94,            0.038915,            0.034021,            0.014817,             0.67692,             0.61685,             0.65718,             0.38502,            0.037762,            0.020156,            0.010624,            0.000793,            0.000793,            0.000793
                  95,            0.038619,            0.033745,             0.01456,              0.6721,             0.61882,             0.65682,             0.38475,            0.037757,            0.020156,            0.010617,            0.000694,            0.000694,            0.000694
                  96,            0.038674,            0.033789,            0.014474,             0.67381,             0.61769,             0.65644,             0.38455,            0.037751,            0.020155,             0.01061,            0.000595,            0.000595,            0.000595
                  97,            0.038422,            0.033622,             0.01412,             0.67821,             0.61379,             0.65669,              0.3845,            0.037722,            0.020154,            0.010579,            0.000496,            0.000496,            0.000496
                  98,            0.038634,            0.033781,            0.014048,             0.67611,              0.6154,             0.65573,             0.38436,            0.037716,             0.02016,            0.010608,            0.000397,            0.000397,            0.000397
                  99,            0.038474,             0.03386,            0.014015,              0.6813,              0.6124,              0.6565,              0.3847,             0.03771,            0.020157,            0.010619,            0.000298,            0.000298,            0.000298
